method_id,family,dt_s,q,branch,rho,acceleration_rad_s2,jerk_rad_s3,critical_velocity_rad_s,prediction_horizon_steps,minimum_duration_steps,minimum_duration_enabled,completed,failure_layer,failure_reason,valid_cycles,total_cycles,rest_to_rest_pulse_fraction,stop_go_event_rate_hz,endpoint_stop_fraction,profile_peak_velocity_to_reference_median,profile_velocity_ripple_to_reference_median,profile_velocity_ripple_to_reference_p95,profile_min_abs_velocity_to_reference_p05,profile_near_zero_cycle_fraction,position_rmse,lag_s,profile_exact_fraction,profile_constraint_violation_count,fallback_rate,solver_failure_count,deadline_miss_rate
pv_lambda_1p25,velocity_fraction,0.0050000000000000001,0.5,acceleration_limited,1.1000000000000001,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.25,0.30376313418574291,0.3037631341861739,0.94623686581397881,0,1.5490522419766122e-19,0,1,0,0,0,0
pv_random_sign,negative_control,0.0050000000000000001,0.5,acceleration_limited,1.1000000000000001,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,2.0968181573628177,2.6248779369784661,3.2163153381695939,0,0.6776859504132231,2.0408454068229101e-06,0,1,0,0,0,0
p_lookahead_h0,position_lookahead,0.0050000000000000001,0.5,acceleration_limited,1.1000000000000001,2.5,4000,0.0023437500000000003,0,1,true,true,,,200,200,0,0,0,1.9031434804329745,1.7369266064078321,1.9196510085930618,0,0.31404958677685951,1.3143890065692369e-05,0.0050000000000000044,1,0,0,0,0
p_lookahead_h1,position_lookahead,0.0050000000000000001,0.5,acceleration_limited,1.1000000000000001,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.9191487215224627,1.9154422709961456,1.919651008593084,0,0.32231404958677684,2.7551416034413896e-07,0,1,0,0,0,0
p_lookahead_h2,position_lookahead,0.0050000000000000001,0.5,acceleration_limited,1.1000000000000001,2.5,4000,0.0023437500000000003,2,1,true,true,,,200,200,0,0,0,1.9191487215212846,1.915442270986133,1.9196510085930596,0,0.32231404958677684,1.2636743703618914e-05,-0.0050000000000000044,1,0,0,0,0
p_lookahead_h5,position_lookahead,0.0050000000000000001,0.5,acceleration_limited,1.1000000000000001,2.5,4000,0.0023437500000000003,5,1,true,true,,,200,200,0,0,0,1.9031434804283738,1.7369266063286497,1.9196510085930707,0,0.31404958677685951,5.1309946094016599e-05,-0.020000000000000018,1,0,0,0,0
p_min_duration_off,minimum_duration,0.0050000000000000001,0.5,acceleration_limited,1.1000000000000001,2.5,4000,0.0023437500000000003,1,0,false,true,,,200,200,0,0,0,1.9191487215290757,1.9154422710517509,1.9196510085930949,0,0.32231404958677684,2.7551415991303763e-07,0,1,0,0,0,0
p_min_duration_1dt,minimum_duration,0.0050000000000000001,0.5,acceleration_limited,1.1000000000000001,2.5,4000,0.0023437500000000003,1,1,true,true,,,200,200,0,0,0,1.9191487215290757,1.9154422710517509,1.9196510085930949,0,0.32231404958677684,2.7551415991303763e-07,0,1,0,0,0,0
p_min_duration_2dt,minimum_duration,0.0050000000000000001,0.5,acceleration_limited,1.1000000000000001,2.5,4000,0.0023437500000000003,1,2,true,true,,,200,200,0,0,0,1.000004440062334,0,3.3425294518918733e-05,0.99997074148838561,0,1.0755347944777948e-05,0.0050000000000000044,1,0,0,0,0
p_min_duration_5dt,minimum_duration,0.0050000000000000001,0.5,acceleration_limited,1.1000000000000001,2.5,4000,0.0023437500000000003,1,5,true,true,,,200,200,0,0,0,1.0000025192111097,0,1.1989308630400823e-05,0.99997418191094944,0,4.942718728545975e-05,0.020000000000000018,1,0,0,0,0
p_only_current,core,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.5,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9999999999998848,2.0000000000001168,2.0000000000003499,0,1,7.7929687499999569e-06,0.0050000000000000044,1,0,0,0,0
p_only_scheduled,core,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.5,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9999999999998848,2.0000000000001168,2.0000000000003499,0,1,1.3094530841176547e-19,0,1,0,0,0,0
pv_oracle,core,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.5,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,1,0,0,1,0,9.535891745532507e-19,0,1,0,0,0,0
pv_future_o1,raw_causal_diagnostic,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.5,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,1.0000000000000178,4.1737707692675054e-14,1.4302121169356652e-12,0.99999999999856681,0.049586776859504134,2.9936482878507515e-19,0,1,0,0,0,0
pv_future_o1_deadband,core,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.5,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,1,0,0,1,0,8.989594424204901e-19,0,1,0,0,0,0
pv_lambda_m1p0,velocity_fraction,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.5,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,3.0000000000000089,4.0000000000000853,4.0000000000004228,0,1,1.6799279522967804e-19,0,1,0,0,0,0
pv_lambda_0p0,velocity_fraction,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.5,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.999999999999911,2.0000000000001168,2.0000000000003504,0,1,1.2438193491391623e-19,0,1,0,0,0,0
pv_lambda_0p25,velocity_fraction,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.5,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,1.2495000997097829,0.99950009971031706,0.99950009971120746,0.24999999999857528,0,1.0243054082298814e-19,0,1,0,0,0,0
pv_lambda_0p5,velocity_fraction,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.5,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,1.1226880475492329,0.62268804754923313,0.62268804754994533,0.49999999999928751,0,1.668322093459623e-19,0,1,0,0,0,0
pv_lambda_0p75,velocity_fraction,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.5,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,1.0387396954201822,0.2887396954207036,0.28873969542151151,0.74999999999857536,0,7.0293924100248589e-09,0,1,0,0,0,0
pv_lambda_1p0,velocity_fraction,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.5,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,1,0,0,1,0,9.4839204708072216e-19,0,1,0,0,0,0
pv_lambda_1p25,velocity_fraction,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.5,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,1.25,0.28873969542070343,0.28873969542151134,0.96126030457929657,0,7.0293924100620431e-09,0,1,0,0,0,0
pv_random_sign,negative_control,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.5,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,1.56657084360757,2.5665708436074253,4.0000000000001785,0,0.76033057851239672,2.3694318247130398e-09,0,1,0,0,0,0
p_lookahead_h0,position_lookahead,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.5,4.75,4000,0.0031171875000000002,0,1,true,true,,,200,200,1,199.99999999999983,1,1.9999999999998848,2.0000000000001168,2.0000000000003499,0,1,7.7929687499999569e-06,0.0050000000000000044,1,0,0,0,0
p_lookahead_h1,position_lookahead,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.5,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.999999999999911,2.0000000000001168,2.0000000000003504,0,1,1.2438193491391623e-19,0,1,0,0,0,0
p_lookahead_h2,position_lookahead,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.5,4.75,4000,0.0031171875000000002,2,1,true,true,,,200,200,1,199.99999999999983,1,1.9999999999998836,2.0000000000001168,2.0000000000003504,0,1,7.792968750000067e-06,-0.0050000000000000044,1,0,0,0,0
p_lookahead_h5,position_lookahead,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.5,4.75,4000,0.0031171875000000002,5,1,true,true,,,200,200,1,199.99999999999983,1,1.9999999999999245,2.0000000000001168,2.0000000000003504,0,1,3.1171874999999984e-05,-0.020000000000000018,1,0,0,0,0
p_min_duration_off,minimum_duration,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.5,4.75,4000,0.0031171875000000002,1,0,false,true,,,200,200,1,199.99999999999983,1,2.5219454748062407,2.5219454748065213,2.5219454748066692,0,1,1.1755570910921812e-19,0,1,0,0,0,0
p_min_duration_1dt,minimum_duration,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.5,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9999999999998848,2.0000000000001168,2.0000000000003499,0,1,1.3094530841176547e-19,0,1,0,0,0,0
p_min_duration_2dt,minimum_duration,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.5,4.75,4000,0.0031171875000000002,1,2,true,true,,,200,200,0,0,0,1.0000000000000007,0,0,0.99999999999999278,0,6.820066069602745e-06,0.0050000000000000044,1,0,0,0,0
p_min_duration_5dt,minimum_duration,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.5,4.75,4000,0.0031171875000000002,1,5,true,true,,,200,200,0,0,0,1.0000000747518638,1.4959135712377973e-07,5.522610432871829e-06,0.99997342275005618,0,3.0198869583763356e-05,0.020000000000000018,1,0,0,0,0
p_only_current,core,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.90000000000000002,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.8278017881832784,1.8278017881832793,2.0000000000002447,0,1,1.4027343749999944e-05,0.0050000000000000044,1,0,0,0,0
p_only_scheduled,core,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.90000000000000002,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.8278017881832784,1.8278017881832798,2.0000000000002447,0,1,2.1322617413814211e-19,0,1,0,0,0,0
pv_oracle,core,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.90000000000000002,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,1,0,0,1,0,3.122899493194071e-15,0,1,0,0,0,0
pv_future_o1,raw_causal_diagnostic,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.90000000000000002,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,1.0000000000000184,3.0916820513092633e-14,1.5289145107554007,0.23554274462220529,0,3.6093747592209859e-19,0,1,0,0,0,0
pv_future_o1_deadband,core,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.90000000000000002,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,1,0,0,1,0,3.122899493194071e-15,0,1,0,0,0,0
pv_lambda_m1p0,velocity_fraction,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.90000000000000002,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,2.2251278644358949,3.1465544989815641,3.5283757137856147,0,0.82644628099173556,1.6518877217461916e-06,0,1,0,0,0,0
pv_lambda_0p0,velocity_fraction,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.90000000000000002,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.8278017881832433,1.82780178818328,2.0000000000002447,0,1,2.2946541145314684e-19,0,1,0,0,0,0
pv_lambda_0p25,velocity_fraction,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.90000000000000002,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,1.4286655850103218,1.1786655850105734,1.1786655850111132,0.24999999999920872,0,2.9338266479524524e-19,0,1,0,0,0,0
pv_lambda_0p5,velocity_fraction,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.90000000000000002,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,1.1934398195159674,0.69343981951611033,0.69343981951642808,0.49999999999942951,0,1.9981979033763202e-19,0,1,0,0,0,0
pv_lambda_0p75,velocity_fraction,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.90000000000000002,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,1.0569755257104088,0.30697552571040865,0.30697552571065756,0.74999999999999978,0,1.7823437367757847e-19,0,1,0,0,0,0
pv_lambda_1p0,velocity_fraction,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.90000000000000002,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,1,0,0,1,0,3.122899493194071e-15,0,1,0,0,0,0
pv_lambda_1p25,velocity_fraction,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.90000000000000002,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,1.25,0.30697552571040865,0.30697552571080439,0.94302447428934244,0,1.793211787103359e-19,0,1,0,0,0,0
pv_random_sign,negative_control,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.90000000000000002,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,2.222080727397366,3.2211466328790035,3.5283757137855769,0,0.7024793388429752,1.0862409604931636e-06,0,1,0,0,0,0
p_lookahead_h0,position_lookahead,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.90000000000000002,4.75,4000,0.0031171875000000002,0,1,true,true,,,200,200,1,199.99999999999983,1,1.8278017881832784,1.8278017881832793,2.0000000000002447,0,1,1.4027343749999944e-05,0.0050000000000000044,1,0,0,0,0
p_lookahead_h1,position_lookahead,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.90000000000000002,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.8278017881832433,1.82780178818328,2.0000000000002447,0,1,2.2946541145314684e-19,0,1,0,0,0,0
p_lookahead_h2,position_lookahead,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.90000000000000002,4.75,4000,0.0031171875000000002,2,1,true,true,,,200,200,1,199.99999999999983,1,1.8278017881832433,1.8278017881833171,2.0000000000002132,0,1,1.402734375000009e-05,-0.0050000000000000044,1,0,0,0,0
p_lookahead_h5,position_lookahead,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.90000000000000002,4.75,4000,0.0031171875000000002,5,1,true,true,,,200,200,1,199.99999999999983,1,1.827801788183278,1.8278017881832807,2.0000000000002438,0,1,5.6109375000000129e-05,-0.020000000000000018,1,0,0,0,0
p_min_duration_off,minimum_duration,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.90000000000000002,4.75,4000,0.0031171875000000002,1,0,false,true,,,200,200,1,199.99999999999983,1,2.0730557053521639,2.073055705352171,2.0730557053522576,0,1,1.8984735150198889e-19,0,1,0,0,0,0
p_min_duration_1dt,minimum_duration,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.90000000000000002,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.8278017881832784,1.8278017881832798,2.0000000000002447,0,1,2.1322617413814211e-19,0,1,0,0,0,0
p_min_duration_2dt,minimum_duration,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.90000000000000002,4.75,4000,0.0031171875000000002,1,2,true,true,,,200,200,0,0,0,0.99999999999999478,0,1.9786765128379284e-13,0.99999999999999478,0,1.1677829098835502e-05,0.0050000000000000044,1,0,0,0,0
p_min_duration_5dt,minimum_duration,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.90000000000000002,4.75,4000,0.0031171875000000002,1,5,true,true,,,200,200,0,0,0,1.0000000000008105,5.9343291133855656e-12,4.7652359268513272e-06,0.999977372782762,0,5.3759710677280986e-05,0.020000000000000018,1,0,0,0,0
p_only_current,core,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.98999999999999999,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9786175433702808,1.9786175433702831,1.9786175433702868,0,1,1.5430078125000179e-05,0.0050000000000000044,1,0,0,0,0
p_only_scheduled,core,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.98999999999999999,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.978617543370282,1.9786175433702831,1.9786175433702868,0,1,2.4758952556798613e-19,0,1,0,0,0,0
pv_oracle,core,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.98999999999999999,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,1,1.4053100233223924e-16,1.4053100233223924e-16,0.99999999999999989,0,1.0304077436000042e-14,0,1,0,0,0,0
pv_future_o1,raw_causal_diagnostic,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.98999999999999999,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,1.0000000000000171,4.244036270433625e-14,1.3899222825049098,0.30503885874744557,0,3.8792100557193867e-19,0,1,0,0,0,0
pv_future_o1_deadband,core,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.98999999999999999,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,1.0000000000000002,0,0,1.0000000000000002,0,2.2197879611353481e-18,0,1,0,0,0,0
pv_lambda_m1p0,velocity_fraction,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.98999999999999999,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,2.2127245152866717,3.0806488353746384,3.492182498955072,0,0.82644628099173556,1.9731358521796915e-06,0,1,0,0,0,0
pv_lambda_0p0,velocity_fraction,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.98999999999999999,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9786175433702808,1.9786175433702831,1.9786175433702866,0,1,2.4462900230580723e-19,0,1,0,0,0,0
pv_lambda_0p25,velocity_fraction,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.98999999999999999,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,1.4782612165360827,1.2282612165362319,1.2282612165363114,0.2499999999995608,0,1.9291179108479565e-09,0,1,0,0,0,0
pv_lambda_0p5,velocity_fraction,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.98999999999999999,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,1.2103457447862109,0.71034574478646428,0.71034574478693036,0.4999999999992803,0,3.4651881725541951e-19,0,1,0,0,0,0
pv_lambda_0p75,velocity_fraction,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.98999999999999999,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,1.0609085089354859,0.31090850893555649,0.31090850893620547,0.74999999999928046,0,2.0604320964409698e-19,0,1,0,0,0,0
pv_lambda_1p0,velocity_fraction,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.98999999999999999,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,1,1.4053100233223924e-16,1.4053100233223924e-16,0.99999999999999989,0,1.0304077436000042e-14,0,1,0,0,0,0
pv_lambda_1p25,velocity_fraction,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.98999999999999999,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,1.25,0.31090850893548594,0.31090850893592359,0.93909149106407663,0,1.6551682317728686e-19,0,1,0,0,0,0
pv_random_sign,negative_control,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.98999999999999999,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,0,0,0,2.1908771192883068,3.0070812083000669,3.4564142648677878,0,0.64462809917355368,1.2689168861486006e-06,0,1,0,0,0,0
p_lookahead_h0,position_lookahead,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.98999999999999999,4.75,4000,0.0031171875000000002,0,1,true,true,,,200,200,1,199.99999999999983,1,1.9786175433702808,1.9786175433702831,1.9786175433702868,0,1,1.5430078125000179e-05,0.0050000000000000044,1,0,0,0,0
p_lookahead_h1,position_lookahead,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.98999999999999999,4.75,4000,0.0031171875000000002,1,1,true,true,,,200,200,1,199.99999999999983,1,1.9786175433702808,1.9786175433702831,1.9786175433702866,0,1,2.4462900230580723e-19,0,1,0,0,0,0
p_lookahead_h2,position_lookahead,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.98999999999999999,4.75,4000,0.0031171875000000002,2,1,true,true,,,200,200,0.90909090909090906,181.81818181818167,0.90909090909090906,1.9786175433702824,1.9786175433702831,2.006924753001611,0,1,1.5430018958368475e-05,-0.0050000000000000044,1,0,0,0,0
p_lookahead_h5,position_lookahead,0.0050000000000000001,0.94999999999999996,acceleration_limited,0.98999999999999999,4.75,4000,0.0031171875000000002,5,1,true,true,,,200,200,1,199.99999999999983,1,1.9786175433702824,1.9786175433702831,1.9786175433702868,0,1,6.1720312499999875e-05,-0.020000000000000018,1,0,0,0,0
